Title,Authors,PMID,Journal,Date
"Current Trends in Invasive Closure of Patent Ductus Arteriosus in Very Low Birth Weight Infants in United States Children 's Hospitals, 2016-2021.","Lai KC, Richardson T, Berman D, DeMauro SB, King BC, Lagatta J, Lee HC, Lewis T, Noori S, O'Byrne ML, Patel RM, Slaughter JL, Lakshmanan A.",37659587,J Pediatr,2023 Dec
Early Elbow Flexion Contracture Predicts Shoulder Contracture in Infants with Brachial Plexus Birth Injury.,"Liu DS, Miller P, Rothenberg A, Vuillermin C, Waters PM, Bauer AS.",37717907,J Pediatr,2024 Jan
Evaluating caretaker satisfaction with same-day discharge after gastrostomy tube placement.,"Fraser JA, Stewart S, Pierce AL, Orrick BA, St Peter SD, Oyetunji TA.",36272815,J PediatrSurg,2023 Jan
Procedure-Level Misutilization of Antimicrobial Prophylaxis in Pediatric Surgery : Implications for Improved Stewardship and More Effective Infection Prevention.,"He K, Iwaniuk M, Goretsky MJ, Cina RA, Saito JM, Hall B, Grant C, Cohen ME, Newland JG, Ko CY, Rangel SJ.",36914463,J PediatrSurg,2023 Jun
Nissen fundoplication in children with and without neurological impairment: A prospective cohort study.,"Knatten CK, Kvello M, Fyhn TJ, Edwin B, Schistad O, Aabakken L, Pripp AH, Kjosbakken H, Emblem R, Bjørnland K.",26787273,J PediatrSurg,2016 Jul
"Race, Preoperative Risk Factors, and Death After Surgery.","Akbilgic O, Langham MR Jr, Davis RL.",29321256,Pediatrics,2018 Feb
OHVIRA (Obstructed Hemivagina and Ipsilateral Renal Anomaly or Herlyn-Werner-Wunderlich syndrome): Is it time for age-specific management?,"Zarfati A, Lucchetti MC.",35487798,J PediatrSurg,2022 Nov
Cost of surgery in a low-income setting in eastern Uganda.,"Löfgren J, Mulowooza J, Nordin P, Wladis A, Forsberg BC.",25934080,Surgery,2015 Jun
Cost-effectiveness of replacing versus discarding the nail in children with nail bed injury.,"Dakin HA, Nguyen TTA, Dritsaki M, Greig AVH, Stokes JR, Cook JA, Beard DJ, Davies L, Gardiner MD, Jain A; NINJA Collaborative.",37068916,Br J Surg,2023 Aug
One hundred years of pyloric stenosis in the Royal Hospital for Sick Children Edinburgh.,"Keys C, Johnson C, Teague W, MacKinlay G.",25638619,J PediatrSurg,2015 Feb
Longitudinal analysis of urinary I-FABP in extremely preterm infants that develop necrotizing enterocolitis.,"Fundora JB, Shores DR, Everett AD, Yanek LR, Northington FJ, Gilmore MM.",39550515,Pediatr Res,2024 Nov
Image-defined risk factors for nephrectomy in patients undergoing neuroblastoma resection.,"Lim II, Goldman DA, Farber BA, Murphy JM, Abramson SJ, Basu E, Roberts S, LaQuaglia MP, Price AP.",27015902,J PediatrSurg,2016 Jun
Fetal growth restriction is associated with an altered cardiopulmonary and cerebral hemodynamic response to surfactant therapy in preterm lambs.,"Malhotra A, Miller SL, Jenkin G, Hooper SB, Allison BJ, Sozo F, Zahra V, Sehgal A, Polglase GR.",30982059,Pediatr Res,2019 Jul
Functional Outcomes for Patients With Congenital Anorectal Malformations: A Systematic Review and Evidence-based Guideline From the APSA Outcomes and Evidence Based Practice Committee.,"Rialon KL, Smith C, Rentea RM, Acker SN, Baird R, Beres AL, Chang HL, Christison-Lagay ER, Diesen DL, Englum BR, Gonzalez KW, Gulack BC, Ham PB 3rd, Huerta CT, Kulaylat AN, Levene TL, Lucas DJ, Mansfield SA, Pennell C, Ricca RL, Sulkowski JP, Tashiro J, Wakeman D, Yousef Y, Kelley-Quon LI, Kawaguchi A; American Pediatric Surgical Association Outcomes and Evidence-Based Practice Committee.",40023107,J PediatrSurg,2025 May
Long-term outcome of pediatric renal transplantation in boys with posterior urethral valves.,"Hebenstreit D, Csaicsich D, Hebenstreit K, Müller-Sacherer T, Berlakovich G, Springer A.",30037657,J PediatrSurg,2018 Nov
Influence of weight at enterostomy reversal on surgical outcomes in infants after emergent neonatal stoma creation.,"Talbot LJ, Sinyard RD, Rialon KL, Englum BR, Tracy ET, Rice HE, Adibe OO.",27916444,J PediatrSurg,2017 Jan
Nationwide outcomes of newborns with rectosigmoid versus long-segment Hirschsprung disease.,"Huerta CT, Ramsey WA, Davis JK, Saberi RA, Gilna GP, Parreco JP, Sola JE, Perez EA, Thorson CM.",36732132,J PediatrSurg,2023 May
Surgical excision is the treatment of choice for cervical lymphatic malformations with mediastinal expansion.,"Ghaffarpour N, Burgos CM, Wester T.",29173777,J PediatrSurg,2018 Sep
Continuous epidural chloroprocaine after abdominal surgery is associated with lower postoperative opioid exposure in NICU infants.,"Relland LM, Beltran R, Kim SS, Bapat R, Shafy S, Uffman J, Maitre NL, Tobias JD, Veneziano G.",34154813,J PediatrSurg,2022 Apr
A comparative study of transcutaneous interferential electrical stimulation plus behavioral therapy and behavioral therapy alone on constipation in postoperative Hirschsprung disease children.,"Ladi-Seyedian SS, Sharifi-Rad L, Manouchehri N, Ashjaei B.",27524737,J PediatrSurg,2017 Jan
Outcomes of infants born at 23 and 24 weeks' gestation with gut perforation.,"Berry MJ, Port LJ, Gately C, Stringer MD.",31072679,J PediatrSurg,2019 Oct
"Failure to thrive, oral intake, and inpatient status prior to gastrostomy tube placement in the first year of life is associated with persistent use 1-year later.","Bahraini A, Purcell LN, Cole K, Koonce R, Richardson L, Trembath A, deJong N, Sutton A, Hayes AA, Phillips MR.",35400490,J PediatrSurg,2022 Nov
Additional prophylactic antibiotics do not decrease surgical site infection rates in pediatric patients with appendicitis and cholecystitis.,"Stokes SC, Theodorou CM, Brown EG.",33248681,J PediatrSurg,2021 Oct
Success in pediatric surgery : An updated survey of Program Directors 2020.,"Gupta S, Jackson JE, Shindorf ML, Arthur LG, Chandler N, Danielson P, Downard C, Ehrlich P, Gaines B, Gray B, Javid P, Lallier M, Nwomeh B, Tagge E, Weiss R, Mak G, Garrison AP.",34865831,J PediatrSurg,2022 Oct
The relationship between the testis and tunica vaginalis changes with age.,"Lopez-Marambio FA, Hutson JM.",26388129,J PediatrSurg,2015 Dec
Abdominal Ultrasound Scanning for NEC in Babies at the Threshold of Viability: A Single Centre Experience.,"Vallant N, Thakkar H, Jogeesvaran H, Yardley I.",37957102,J PediatrSurg,2024 Feb
Establishment of an antimicrobial stewardship strategy on the surgical NICU at Cairo University specialized pediatric hospital.,"Bassiouny DM, Hassan RM, Shalaby A, Halim MMA, Wassef MA.",31955987,J PediatrSurg,2020 Sep
Management of Five Hundred Patients With Gut Failure at a Single Center: Surgical Innovation Versus Transplantation With a Novel Predictive Model.,"Abu-Elmagd KM, Armanyous SR, Fujiki M, Parekh NR, Osman M, Scalish M, Newhouse E, Fouda Y, Lennon E, Shatnawei A, Kirby D, Steiger E, Khanna A, Radhakrishnan K, Quintini C, Hashimoto K, Barnes J, Costa G.",31436550,Ann Surg,2019 Oct
The necessity of sociodemographic status adjustment in hospital value rankings for perforated appendicitis in children.,"Tian Y, Sweeney JF, Wulkan ML, Heiss KF, Raval MV.",26782350,Surgery,2016 Jun
Postoperative complications of pediatric patients with inflammatory bowel disease treated with vedolizumab.,"Zimmerman LA, Zalieckas JM, Shamberger RC, Bousvaros A.",29370898,J PediatrSurg,2018 Jul
Provider education leads to sustained reduction in pediatric opioid prescribing after surgery.,"Slater BJ, Corvin CG, Heiss K, Vandewalle R, Shah SR, Cunningham M, Huang E, Lipskar AM, Denning NL, Dassinger M, Cina RA, Rothstein DH, Kauffman J, Gonzalez R, Ingram MC, Raval MV.",34456039,J PediatrSurg,2022 Mar
Capitonnage seems better in childhood pulmonary hydatid cyst surgery.,"Ksia A, Fredj MB, Zouaoui A, Kechiche N, Belhassen S, Mosbahi S, Ben Youssef S, Sfar S, Lamiri R, Sahnoun L, Mekki M, Belghith M, Bokhary A, Nouri A.",31138449,J PediatrSurg,2020 Apr
Disordered Sleep in Adolescents Recovering From Surgery.,"Odegard M, Barrington-Trimis J, Keane OA, Ourshalimian S, Kim E, Kelley-Quon LI.",38670831,J PediatrSurg,2024 Oct
Impact of disease-specific volume and hospital transfer on outcomes in gastroschisis.,"Hong CR, Fullerton BS, Han SM, Morrow KA, Edwards EM, Soll RF, Jaksic T, Horbar JD, Modi BP.",30343976,J PediatrSurg,2019 Jan
The Association of Opioid Prescriptions to Children after Discharge from Surgery and New Opioid Prescription Fills in Family Members.,"Langnas E, Lin A, Luo Y, Rodriguez-Monguio R, Bicket M, Cairo S, De Vaan M, Chen CL.",39921119,J Pediatr,2025 Feb
Laparoscopic Living Donor Left Lateral Sectionectomy: A New Standard Practice for Donor Hepatectomy.,"Soubrane O, de Rougemont O, Kim KH, Samstein B, Mamode N, Boillot O, Troisi RI, Scatton O, Cauchy F, Lee SG, Griesemer A, Ahmed Z, Clavien PA, Cherqui D.",26583663,Ann Surg,2015 Nov
Functional Outcome in Patients With Anorectal Malformation With Recto-prostatic or Recto-bulbar Urethral Fistula and Comparison Between Different Surgical Approaches: A Multi-center Study.,"Wong CWY, Koga H, Sugita K, Kato D, Mutanen A, Chung PHY, Miyano G, Harumatsu T, Ieiri S, Nakagawa Y, Uchida H, Pakarinen MP, Wong KKY.",39181779,J PediatrSurg,2025 Feb
Elevated arterial blood pressure after superior cavo-pulmonary anastomosis is associated with elevated pulmonary artery pressure and cerebrovascular dysautoregulation.,"Cabrera AG, Kibler KK, Blaine Easley R, Goldsworthy M, Shekerdemian LS, Andropoulos DB, Heinle J, Gottlieb EA, Vu E, Brady KM.",29538363,Pediatr Res,2018 Sep
Predictive factors and practice trends in red blood cell transfusions for very-low-birth-weight infants.,"Ekhaguere OA, Morriss FH Jr, Bell EF, Prakash N, Widness JA.",26756783,Pediatr Res,2016 May
Differentiating congenital ovarian cysts from other abdominal cystic lesions in female infants : A study by the Canadian Consortium for Research in Pediatric Surgery (CanCORPS).,"Safa N, Yanchar N, Puligandla P, Sewitch M, Baird R, Beaunoyer M, Butter A, Campbell N, Chadha R, Griffiths C, Jones S, Kaur M, Le-Nguyen A, Nasr A, Piché N, Piper H, Prasil P, Romao R, VanHouwelingen L, Wales P, Guadagno E, Emil S; The Canadian Consortium For Research In Pediatric Surgery CanCORPS.",35090716,J PediatrSurg,2022 May
Variability in perioperative evaluation and resource utilization in pediatric patients with suspected biliary dyskinesia: A multi-institutional retrospective cohort study.,"Cairo SB, Aranda A, Bartz-Kurycki M, Baxter KJ, Bonasso P, Dassinger M, Deans KJ, Dorey D, Emengo P, Fialkowski E, Gayer C, Gonzales B, Gusman N, Hawkins RB, Herzing K, Huang E, Islam S, Jancelewicz T, Landman MP, Lally KP, Lesher A, Minneci PC, Raval MV, Russell R, Shah S, Slater B, Schoel LJ, Peter SS, Sujka J, Waterhouse J, Rothstein DH; Pediatric Surgery Research Collaborative (PedSRC).",30885555,J PediatrSurg,2019 Jun
The effectiveness of transoral marsupialization for lingual thyroglossal duct cysts - Twelve successfully treated cases at a single institution.,"Harumatsu T, Uchida G, Fujimura T, Kato M, Tomita H, Ishioka S, Shimotakahara A, Shimojima N, Ieiri S, Hirobe S.",30732933,J PediatrSurg,2019 Apr
Changing Landscape of Routine Pediatric Surgery for Rural and Urban Children : A Report From the Child Health Evaluation of Surgical Services (CHESS) Group.,"Gadepalli SK, Leraas HJ, Flynn-O'Brien KT, Van Arendonk KJ, Hall M, Tracy ET, Ricca RL, Goldin AB, Ehrlich PF.",37497661,Ann Surg,2023 Oct
ChatGPT-4o in Enhancing Informed Consent in Pediatric Surgical Practice.,"Azevedo CB, Martinho AS, Braga I, Nogueira-Silva C, Barroso C, Correia-Pinto J.",40513653,J PediatrSurg,2025 Sep
Comparing 30-day outcomes between early versus delayed repair of anorectal malformations with perineal or rectovestibular fistulas: An analysis of the ACS NSQIP- Pediatric database.,"Irfan A, Hu A, Martin LY, Jelin EB, Garcia AV, Jancelewicz T, Boss E, Nasr IW, Rhee DS.",33023749,J PediatrSurg,2021 May
The Bill & Melinda Gates Foundation: An opportunity to lead innovation in global surgery.,"Koch R, Roa L, Pyda J, Kerrigan M, Barthélemy E, Meara JG.",30316576,Surgery,2019 Feb
Work relative value units and the association with operative time and surgical complexity: A pediatric NSQIP analysis.,"Katz OL, Wu J, Coakley BA.",40816570,J PediatrSurg,2025 Aug
Ensuring the Health of Children in Disasters.,DISASTER PREPAREDNESS ADVISORY COUNCIL; COMMITTEE ON PEDIATRIC EMERGENCY MEDICINE.,26482663,Pediatrics,2015 Nov
Trends in surgical management of urachal anomalies.,"Stopak JK, Azarow KS, Abdessalam SF, Raynor SC, Perry DA, Cusick RA.",26227313,J PediatrSurg,2015 Aug
The Problematic PET: Using CT Albumin Tracer to Resect Suspicious Lymph Nodes Found on PET Scan in Pediatric Oncology Patients.,"MacArthur TA, Traynor MD Jr, Klinkner DB, Polites SF, Arndt C, Ishitani MB.",36609066,J PediatrSurg,2023 Aug
Methadone effectively attenuates acute and long-term consequences of neonatal repetitive procedural pain in a rat model.,"van den Hoogen NJ, de Geus TJ, Patijn J, Tibboel D, Joosten EA.",33504957,Pediatr Res,2021 May
Predictive value of procalcitonin for intestinal ischemia and/or necrosis in pediatric patients with adhesive small bowel obstruction (ASBO).,"Bracho-Blanchet E, Dominguez-Muñoz A, Fernandez-Portilla E, Zalles-Vidal C, Davila-Perez R.",28735976,J PediatrSurg,2017 Oct
Self-expanding esophageal stents for the management of benign refractory esophageal strictures in children : A systematic review and review of outcomes at a single center.,"Tandon S, Burnand KM, De Coppi P, McLaren CA, Roebuck DJ, Curry JI.",31522799,J PediatrSurg,2019 Dec
Comparison of clinical outcomes after total transanal and laparoscopic assisted endorectal pull-through in patients with rectosigmoid Hirschsprung disease.,"Karlsen RA, Hoel AT, Fosby MV, Ertresvåg K, Austrheim AI, Stensrud KJ, Bjørnland K.",35123788,J PediatrSurg,2022 Sep
The Currarino triad: What pediatric surgeons need to know.,"AbouZeid AA, Mohammad SA, Abolfotoh M, Radwan AB, Ismail MME, Hassan TA.",28065719,J PediatrSurg,2017 Aug
Timeliness of pediatric surgical appendicitis care is associated with time of hospital admission.,"Vacek JC, McMahon MA, Papastefan S, Many BT, Kovler M, Buonpane C, Rizeq Y, Raval MV, Abdullah F, Goldstein SD.",33568332,Surgery,2021 Jul
"Evaluating the ""cushion effect"" among children in frontal motor vehicle crashes.","Harbaugh CM, Zhang P, Henderson B, Derstine BA, Holcombe SA, Wang SC, Kohoyda-Inglis C, Ehrlich PF.",29519566,J PediatrSurg,2018 May
Post-cholecystectomy syndrome in pediatric patients: Occurrence and spectrum of symptoms.,"Treider M, Ohnesorge S, Bjørnland K.",35940937,J PediatrSurg,2023 Mar
Same day discharge protocol implementation trends in laparoscopic cholecystectomy in pediatric patients.,"Gould JL, Poola AS, St Peter SD, Aguayo P.",27666008,J PediatrSurg,2016 Dec
The Transition of Patients with an ACE: Referral Pathway and Outcomes.,"Harris AC, Perston Y, Bagul A.",39516136,J PediatrSurg,2025 Mar
Pleurodesis with povidone-iodine for refractory chylothorax in newborns : Personal experience and literature review.,"Scottoni F, Fusaro F, Conforti A, Morini F, Bagolan P.",25969129,J PediatrSurg,2015 Oct
Adolescent de novo hydroceles - should they be dealt with by inguinal or scrotal approach?,"Matcovici M, Tareen F, O'Connor BR, Gillick J.",30231973,J PediatrSurg,2018 Nov
Canadian Association of Pediatric Surgeons' state of wellness.,"Bratu I, Heiss K, Mueller C, Winthrop A, Blair G, Moulton CA.",30782439,J PediatrSurg,2019 May
Urethral duplication in male children : A study of 12 cases.,"Kang SK, Kim J, Lee YS, Han SW, Kim SW.",32063365,J PediatrSurg,2020 Oct
Management of Congenital Heart Disease Associated with Ellis-van Creveld Short-rib Thoracic Dysplasia.,"Chowdhury D, Williams KB, Chidekel A, Pizarro C, Preedy C, Young M, Hendrickson C, Robinson DL, Kreiger PA, Puffenberger EG, Strauss KA.",29173298,J Pediatr,2017 Dec
Variation in bowel preparation among pediatric surgeons for elective colorectal surgery : A problem of equipoise or a knowledge gap of the available clinical evidence?,"Feng C, Sidhwa F, Anandalwar S, Pennington EC, Ziniel S, Islam S, St Peter SD, Abdullah F, Goldin AB, Rangel SJ.",25818321,J PediatrSurg,2015 Jun
Relapsed hepatoblastoma confined to the lung is effectively treated with pulmonary metastasectomy.,"Shi Y, Geller JI, Ma IT, Chavan RS, Masand PM, Towbin AJ, Chintagumpala M, Nuchtern JG, Tiao GM, Thompson PA, Vasudevan SA.",26607968,J PediatrSurg,2016 Apr
Long-term outcome of bowel function for 110 consecutive cases of Hirschsprung's disease: Comparison of the abdominal approach with transanal approach more than 30years in a single institution - is the transanal approach truly beneficial for bowel function?,"Onishi S, Nakame K, Yamada K, Yamada W, Kawano T, Mukai M, Kaji T, Ieiri S.",27916192,J PediatrSurg,2016 Dec
Markers of neutrophil activation and extracellular trap formation predict appendicitis.,"Boettcher M, Schacker AL, Esser M, Schönfeld L, Ebenebe CU, Rohde H, Mokhaberi N, Trochimiuk M, Appl B, Raluy LP, Reinshagen K, Klohs S, Königs I.",34373106,Surgery,2022 Feb
Ultrasound imaging as the first line of investigation to diagnose intestinal malrotation in children : Safety and efficacy.,"Binu V, Nicholson C, Cundy T, Gent R, Piotto L, Taranath A, Goh DW.",34030880,J PediatrSurg,2021 Dec
Postnatal cerebral hemodynamics in infants with severe congenital heart disease: a scoping review.,"De Silvestro AA, Kellenberger CJ, Gosteli M, O'Gorman R, Knirsch W.",36944722,Pediatr Res,2023 Sep
Association between MDR1 gene polymorphisms and the risk of Crohn's disease in a cohort of Algerian pediatric patients.,"Bouzidi A, Mesbah-Amroun H, Boukercha A, Benhassine F, Belboueb R, Berkouk K, Messadi W, Touil-Boukoffa C.",27603561,Pediatr Res,2016 Dec
